Titulo,Codigo Postal,Precio,Recamaras,Banos,Estacionamientos,NoPisos,Edad,Area Terreno,Area Construida,Tamaño Jardin
 Colonia Independencia,44290,4450000.0,3.0,3.0,2.0,2.0,35.0,250.0,250.0,50.0
 Colonia Guadalajara Centro,44100,5880000.0,7.0,3.0,61.0,158.0,383.0,,,
 Colonia Joaquín Aarón,44768,425000.0,3.0,2.0,1.0,1.0,1.0,120.0,100.0,
 Colonia Joaquín Aarón,44768,425000.0,3.0,2.0,1.0,1.0,1.0,120.0,100.0,
 Colonia Guadalajara Centro,44100,2850000.0,7.0,3.0,1.0,2.0,40.0,330.0,300.0,
 Colonia Guadalajara Centro,44100,7350000.0,7.0,2.0,2.0,80.0,370.0,273.0,,
 Colonia Lomas Santa Rita,44678,14500000.0,3.0,4.0,4.0,0.0,333.0,450.0,,
 Colonia Chapalita,44500,720000.0,4.0,4.0,2.0,1.0,0.0,320.0,420.0,
 Colonia Ciudad Universitaria,44840,8950000.0,4.0,4.0,6.0,16.0,405.0,396.0,,
 Colonia Jardines de San José,44950,1115000.0,4.0,3.0,2.0,2.0,40.0,130.0,160.0,10.0
 Colonia Jardines Alcalde,44298,6200000.0,4.0,3.0,2.0,2.0,0.0,170.0,275.0,
 Colonia Guadalajara Oriente,44700,1241955.0,3.0,2.0,1.0,0.0,100.0,100.0,,
 Colonia El Retiro,44280,1950000.0,3.0,2.0,10.0,68.0,135.0,,,
 Colonia Emiliano Zapata,44980,2076000.0,3.0,1.0,1.0,2.0,16.0,90.0,157.0,
 Colonia Jardines de San José,44950,612000.0,3.0,2.0,1.0,2.0,17.0,120.0,120.0,
 Colonia Colonial Independencia,44258,4600000.0,5.0,3.0,2.0,2.0,0.0,200.0,364.0,
 Colonia La Federacha,44300,500000.0,3.0,3.0,1.0,2.0,20.0,150.0,250.0,
 Colonia El Rocio,44977,1139400.0,2.0,1.0,0.0,47.0,49.0,,,
 Colonia Balcones de Huentitán,44250,2350000.0,3.0,1.0,2.0,0.0,57.0,,,
 Colonia Magaña,44800,2490000.0,1.0,3.0,1.0,2.0,35.0,101.0,111.0,
 Colonia Analco,44450,790000.0,1.0,1.0,1.0,10.0,90.0,90.0,,
 Colonia Country Club,44610,20500000.0,6.0,5.0,14.0,426.0,590.0,,,
 Colonia Balcones de Oblatos,44720,1850000.0,4.0,2.0,20.0,104.0,175.0,,,
 Colonia La Perla,44360,862189.0,3.0,2.0,2.0,0.0,350.0,340.0,,
 Colonia Circunvalación Belisario,44330,2200000.0,2.0,1.0,1.0,1.0,27.0,110.0,105.0,
 Colonia Colomos Providencia,44660,13790000.0,4.0,3.0,3.0,0.0,317.0,444.0,,
 Colonia Jardines de San José,44950,471000.0,3.0,2.0,2.0,1.0,0.0,130.0,,
 Colonia Italia Providencia,44648,15000000.0,4.0,4.0,5.0,0.0,389.0,699.0,,
 Colonia Circunvalación Américas,44630,5599000.0,6.0,3.0,5.0,0.0,217.0,266.0,,
 Colonia Santa Rosa,44700,790000.0,3.0,2.0,2.0,2.0,12.0,129.0,258.0,
 Colonia Americana,44160,6500000.0,3.0,1.0,0.0,200.0,218.0,,,
 Colonia Arcos,44130,10500000.0,5.0,3.0,3.0,0.0,294.0,320.0,,
 Colonia Jardines del Country,44210,5747000.0,3.0,3.0,3.0,0.0,161.0,167.0,,
 Colonia Insurgentes 1a Secc,44820,2900000.0,2.0,3.0,2.0,1.0,6.0,166.0,120.0,
 Colonia Independencia Oriente,44340,4800000.0,4.0,2.0,3.0,2.0,25.0,159.0,179.0,
 Colonia Circunvalación Oblatos,44716,1552500.0,4.0,2.0,2.0,0.0,,,,
Jalisco,44158,590000.0,4.0,3.0,2.0,2.0,0.0,200.0,350.0,
 Colonia Lomas de Polanco,44960,2950000.0,3.0,2.0,3.0,2.0,10.0,150.0,310.0,
 Colonia San Andrés Gigantes,44810,1652000.0,3.0,1.0,2.0,1.0,0.0,100.0,100.0,
 Colonia Panorámica Huentitán,44259,3500000.0,3.0,4.0,2.0,0.0,105.0,260.0,,
 Colonia Lomas de Polanco,44960,1200000.0,1.0,1.0,2.0,1.0,0.0,350.0,250.0,
 Colonia Chapalita,44500,18500000.0,4.0,6.0,4.0,2.0,24.0,542.0,495.0,
 Colonia Americana,44160,9500000.0,0.0,299.0,299.0,,,,,
 Colonia Balcones de Oblatos,44720,395000.0,2.0,2.0,1.0,1.0,0.0,130.0,110.0,
 Colonia Lomas de Providencia,44647,13400000.0,4.0,4.0,4.0,2.0,48.0,348.0,509.0,
 Guadalajara,44610,20500000.0,4.0,5.0,5.0,0.0,426.0,590.0,,
 Guadalajara,44520,15260000.0,5.0,4.0,2.0,67.0,561.0,,,
 Guadalajara,44540,15000000.0,4.0,5.0,5.0,0.0,600.0,,,
 Colonia Residencial San Elias,44240,496320.0,4.0,2.0,1.0,2.0,0.0,100.0,200.0,
 Colonia Fraccionamiento Residencial Victoria,44560,9000000.0,4.0,2.0,2.0,2.0,25.0,308.0,273.0,
 Colonia San Marcos Oriente,44330,1755000.0,2.0,1.0,0.0,107.0,100.0,,,
 Colonia Guadalajara Centro,44100,11900000.0,20.0,3.0,0.0,525.0,571.0,,,
 Colonia Echeverría 1a. Sección,44970,699000.0,3.0,2.0,2.0,0.0,,,,
 Colonia Terranova,44689,12500000.0,3.0,4.0,3.0,16.0,310.0,395.0,,
 Colonia Joaquín Aarón,44768,7800000.0,4.0,2.0,2.0,0.0,240.0,144.0,,
 Colonia Sutaj,44840,4400000.0,4.0,3.0,2.0,2.0,0.0,200.0,130.0,
 Colonia Independencia,44290,555000.0,3.0,3.0,1.0,2.0,0.0,180.0,320.0,
 Colonia Agustín Yánez,44790,2450000.0,5.0,3.0,1.0,0.0,218.0,320.0,,
 Colonia Jardines del Country,44210,750000.0,4.0,3.0,2.0,1.0,1.0,230.0,230.0,
 Colonia Circunvalación Belisario,44330,3800000.0,8.0,5.0,1.0,2.0,30.0,224.0,413.0,
 Colonia Verde Valle,44550,14000000.0,4.0,4.0,4.0,2.0,40.0,641.0,532.0,
 Colonia Chapalita,44500,8400000.0,4.0,3.0,2.0,2.0,30.0,340.0,345.0,34.0
 Colonia Autocinema,44230,3900000.0,3.0,2.0,2.0,2.0,30.0,115.0,169.0,
 Colonia Colinas de San Javier,44660,25000000.0,5.0,4.0,4.0,0.0,964.0,,,
 Colonia Higuerillas 2a Secc,44470,810000.0,3.0,2.0,1.0,2.0,25.0,115.0,195.0,
 Colonia San Andrés Gigantes,44810,1524000.0,3.0,2.0,1.0,1.0,0.0,150.0,140.0,
 Colonia Circunvalación Américas,44630,41900000.0,4.0,5.0,10.0,1.0,20.0,1067.0,670.0,100.0
 Colonia Americana,44160,65000000.0,25.0,5.0,22.0,0.0,1100.0,1760.0,,
 Colonia Circunvalación Oblatos,44716,4200000.0,3.0,3.0,1.0,0.0,216.0,306.0,,
 Colonia San Carlos,44460,2000000.0,4.0,3.0,1.0,20.0,230.0,140.0,,
 Colonia San Andrés,44810,1995000.0,2.0,2.0,1.0,2.0,25.0,91.0,180.0,
 Colonia Colinas de La Normal,44270,4053815.0,5.0,4.0,0.0,264.0,200.0,,,
 Colonia Bosques de La Victoria,44540,1496102.0,3.0,3.0,2.0,1.0,0.0,120.0,120.0,
 Colonia Americana,44160,12500000.0,5.0,3.0,1.0,0.0,377.0,289.0,,
 Colonia Jardines de los Arcos,44500,9600000.0,8.0,4.0,3.0,30.0,323.0,436.0,,
 Colonia Guadalupana Norte,44220,995000.0,3.0,1.0,1.0,0.0,100.0,90.0,,
 Colonia Chapultepec Country,44620,24000000.0,29.0,20.0,1.0,50.0,800.0,898.0,,
 Colonia Colón Industrial,44930,409300.0,2.0,1.0,2.0,1.0,0.0,110.0,90.0,
 Guadalajara,44960,5350000.0,4.0,3.0,2.0,0.0,130.0,210.0,,
 Colonia Jardines del Bosque Centro,44520,11850000.0,7.0,4.0,3.0,0.0,465.0,509.0,,
 Colonia Residencial San Elias,44240,496320.0,4.0,2.0,1.0,2.0,0.0,100.0,200.0,
 Colonia Independencia Oriente,44340,9000000.0,5.0,5.0,3.0,3.0,40.0,364.0,490.0,
 Colonia Italia Providencia,44648,12490000.0,4.0,3.0,2.0,0.0,250.0,302.0,,
 Colonia Jardines del Country,44210,750000.0,4.0,3.0,2.0,2.0,0.0,230.0,230.0,
 Colonia Balcones de Oblatos,44720,1460000.0,2.0,1.0,0.0,132.0,42.0,,,
 Colonia Obrera,44420,650000.0,4.0,2.0,2.0,1.0,10.0,150.0,310.0,20.0
 Colonia Los Arrayanes,44766,2250000.0,2.0,1.0,1.0,1.0,8.0,94.0,77.0,
 Colonia Jardines Alcalde,44298,610000.0,4.0,3.0,2.0,1.0,10.0,193.0,380.0,10.0
 Guadalajara,44210,7100000.0,6.0,6.0,2.0,0.0,177.0,300.0,,
 Colonia Residencial Chapalita,44500,28000000.0,7.0,3.0,12.0,45.0,493.0,734.0,,
 Colonia Circunvalación Guevara,44680,7997354.0,2.0,1.0,1.0,0.0,65.0,,,
 Colonia Santa María,44350,2900000.0,7.0,5.0,1.0,0.0,220.0,310.0,,
 Colonia Independencia,44290,5864000.0,3.0,2.0,2.0,0.0,316.0,308.0,,
 Colonia Bosques de La Victoria,44540,815000.0,3.0,3.0,2.0,2.0,10.0,260.0,179.0,30.0
 Colonia Jardines del Bosque Centro,44520,9490000.0,5.0,4.0,4.0,2.0,59.0,192.0,252.0,
 Colonia Providencia 2a Secc,44630,8209830.0,3.0,3.0,3.0,2.0,25.0,290.0,270.0,
 Colonia Jardines del Country,44210,1115172.0,4.0,2.0,1.0,2.0,1.0,179.0,196.0,
 Colonia Echeverría 3a. Sección,44970,5080000.0,3.0,2.0,1.0,10.0,217.0,385.0,,
 Colonia Providencia 4a Secc,44639,8500000.0,4.0,3.0,6.0,2.0,40.0,220.0,275.0,50.0
 Colonia Providencia 2a Secc,44630,21000000.0,6.0,4.0,4.0,0.0,500.0,747.0,,
 Colonia Providencia 2a Secc,44630,8900000.0,5.0,3.0,2.0,2.0,30.0,265.0,400.0,
 Colonia Monumental,44320,790000.0,3.0,2.0,1.0,2.0,0.0,90.0,140.0,
 Colonia Santa Elena de La Cruz,44230,1306000.0,4.0,2.0,1.0,2.0,0.0,120.0,240.0,
 Colonia Vicente Guerrero,44330,1349865.0,3.0,2.0,1.0,1.0,25.0,160.0,130.0,
 Colonia Batallón de San Patricio,44300,550000.0,1.0,1.0,2.0,1.0,15.0,181.0,350.0,
 Colonia Colomos Independencia,44240,4500000.0,3.0,2.0,4.0,2.0,45.0,169.0,200.0,
 Colonia Colinas de San Javier,44660,25000000.0,3.0,3.0,2.0,1.0,40.0,522.0,609.0,
 Guadalajara,44100,40000000.0,4.0,5.0,4.0,0.0,1000.0,570.0,,
 Colonia Lomas de Oblatos 1a Secc,44720,410000.0,3.0,1.0,0.0,140.0,,,,
 Colonia Lomas de Polanco,44960,3000000.0,5.0,2.0,0.0,248.0,351.0,,,
 Colonia Arboledas Del Sur,44980,2076000.0,3.0,2.0,1.0,2.0,0.0,90.0,157.0,
 Colonia Libertad,44750,3785400.0,5.0,6.0,2.0,2.0,0.0,242.0,345.0,
 Colonia Guadalajara Centro,44100,13000000.0,9.0,3.0,100.0,1156.0,540.0,,,
 Colonia Jardines de La Paz Norte,44860,1472720.0,3.0,2.0,1.0,1.0,0.0,125.0,125.0,
 Colonia Santa Teresita,44600,6900000.0,4.0,3.0,0.0,153.0,220.0,,,
 Colonia Mezquitan,44260,10599000.0,17.0,4.0,1.0,54.0,748.0,621.0,,
 Colonia Colinas de San Javier,44660,24900000.0,4.0,4.0,4.0,3.0,15.0,550.0,780.0,
 Colonia Rinconada de La Arboleda,44549,4980000.0,3.0,3.0,2.0,2.0,0.0,176.0,200.0,
 Colonia Terralta,44990,2002400.0,2.0,2.0,2.0,0.0,80.0,78.0,,
 Colonia Country Club,44610,18800000.0,3.0,4.0,4.0,3.0,22.0,284.0,490.0,
 Colonia Jardines del Bosque Norte,44520,11500000.0,5.0,3.0,4.0,2.0,40.0,440.0,427.0,
 Colonia Jardines de La Cruz 1a. Sección,44950,3885110.0,3.0,3.0,3.0,2.0,25.0,280.0,250.0,
 Colonia Jardines del Country,44210,6500000.0,4.0,2.0,2.0,2.0,44.0,270.0,253.0,
 Colonia Huentitán El Bajo,44250,490000.0,3.0,2.0,1.0,2.0,10.0,130.0,110.0,
 Colonia Autocinema,44230,3900000.0,5.0,3.0,2.0,39.0,200.0,278.0,,
 Colonia Bosques de La Victoria,44540,7500000.0,5.0,4.0,2.0,3.0,35.0,261.0,461.0,
 Colonia Jardines de La Cruz 1a. Sección,44950,490000.0,4.0,2.0,2.0,2.0,10.0,175.0,350.0,
 Colonia Lomas de Guevara,44657,8850000.0,4.0,3.0,2.0,2.0,40.0,294.0,254.0,
 Colonia Del Fresno 1a. Sección,44900,6600000.0,12.0,4.0,45.0,211.0,544.0,,,
 Guadalajara,44660,20500000.0,5.0,5.0,4.0,0.0,590.0,420.0,,
 Colonia Barrera,44150,4800000.0,3.0,6.0,2.0,30.0,219.0,218.0,,
 Colonia Ciudad Universitaria,44840,21183000.0,7.0,4.0,8.0,15.0,1206.0,855.0,,
 Colonia Santa Teresita,44600,4800000.0,4.0,2.0,1.0,0.0,200.0,190.0,,
 Colonia Revolución,44400,7990000.0,3.0,4.0,6.0,0.0,250.0,431.0,,
 Colonia Bosques de La Victoria,44540,1496102.0,3.0,2.0,2.0,0.0,120.0,280.0,,
 Colonia Autocinema,44230,3600000.0,5.0,4.0,1.0,2.0,34.0,152.0,230.0,
 Guadalajara,44840,18900000.0,3.0,5.0,4.0,0.0,1050.0,663.0,,
 Colonia El Rosario,44890,2539200.0,3.0,2.0,2.0,2.0,25.0,150.0,120.0,
 Colonia Jardines del Bosque Centro,44520,18500000.0,5.0,6.0,3.0,12.0,600.0,588.0,,
 Colonia Santa Mónica,44220,9800000.0,15.0,7.0,3.0,30.0,250.0,500.0,,
 Colonia Jardines Alcalde,44298,595000.0,3.0,2.0,1.0,2.0,0.0,145.0,230.0,
 Colonia Moderna,44190,8500000.0,5.0,3.0,4.0,2.0,30.0,455.0,435.0,
 Colonia San Juan de Dios,44360,4800000.0,6.0,3.0,1.0,2.0,0.0,230.0,300.0,
 Colonia Providencia 2a Secc,44630,8950000.0,5.0,4.0,2.0,2.0,0.0,241.0,439.0,
 Colonia Jardines de La Cruz 1a. Sección,44950,471000.0,3.0,1.0,2.0,2.0,0.0,140.0,270.0,
 Colonia Postes Cuates (Federalismo),44350,1900300.0,3.0,2.0,1.0,2.0,25.0,150.0,130.0,
 Colonia Rinconada de La Victoria,44538,12500000.0,4.0,4.0,4.0,3.0,30.0,320.0,381.0,30.0
 Colonia Providencia 2a Secc,44630,10260000.0,3.0,4.0,2.0,0.0,250.0,481.0,,
 Colonia Lomas de Independencia,44240,770000.0,3.0,2.0,2.0,3.0,6.0,100.0,220.0,
 Colonia La Loma,44410,1550000.0,3.0,1.0,2.0,25.0,68.0,111.0,,
 Colonia González Gallo,44430,1950000.0,3.0,1.0,0.0,157.0,102.0,,,
 Colonia Chapalita,44500,6500000.0,5.0,4.0,1.0,1.0,0.0,182.0,225.0,
 Colonia Fraccionamiento Residencial Victoria,44560,14990000.0,4.0,4.0,6.0,0.0,622.0,556.0,,
 Colonia Vistas del Nilo,44828,4600000.0,3.0,2.0,2.0,0.0,104.0,158.0,,
 Colonia Del Fresno 1a. Sección,44900,5250000.0,4.0,2.0,1.0,0.0,363.0,489.0,,
 Colonia Americana,44160,33900000.0,5.0,6.0,7.0,2.0,40.0,804.0,804.0,
 Colonia Jardines de Guadalupe,44740,,3.0,3.0,1.0,2.0,0.0,110.0,150.0,
 Colonia Ladrón de Guevara,44600,7700000.0,7.0,4.0,4.0,0.0,289.0,393.0,,
 Colonia Circunvalación Oblatos,44716,1811809.0,3.0,2.0,1.0,1.0,0.0,130.0,196.0,
 Colonia El Mirador,44370,3780000.0,5.0,3.0,1.0,3.0,18.0,140.0,240.0,
 Colonia Jardines del Bosque Norte,44520,16000000.0,5.0,3.0,4.0,0.0,630.0,635.0,,
 Colonia San Antonio,44257,496320.0,4.0,2.0,1.0,2.0,0.0,100.0,100.0,
 Guadalajara,44340,7000000.0,6.0,4.0,4.0,0.0,250.0,430.0,,
 Colonia Joaquín Aarón,44768,725800.0,3.0,2.0,1.0,2.0,11.0,132.0,132.0,
 Colonia La Federacha,44300,500000.0,3.0,3.0,2.0,2.0,14.0,150.0,250.0,
 Colonia Americana,44160,11600000.0,9.0,2.0,1.0,61.0,697.0,632.0,,
 Colonia Insurgentes 1a Secc,44820,2150000.0,4.0,5.0,2.0,2.0,0.0,325.0,456.0,
 Colonia Vicente Guerrero,44330,1282980.0,3.0,2.0,1.0,3.0,400.0,180.0,,
 Colonia Jardines Del Sur,44950,510000.0,2.0,2.0,1.0,1.0,0.0,123.0,110.0,
 Colonia Santa Elena Alcalde Oriente,44220,12900000.0,4.0,4.0,6.0,0.0,1140.0,1203.0,,
 Colonia Atlas Poniente,44870,361081.0,2.0,2.0,2.0,2.0,10.0,110.0,185.0,
 Colonia Jardines de San José,44950,490000.0,4.0,2.0,2.0,2.0,14.0,175.0,350.0,
 Colonia Postes Cuates (Federalismo),44350,1744000.0,4.0,3.0,2.0,1.0,0.0,180.0,120.0,
 Colonia Villaseñor,44600,738800.0,3.0,1.0,1.0,0.0,70.0,70.0,,
 Colonia Lomas del Paraíso 3a. Sección,44250,3188000.0,3.0,2.0,2.0,2.0,3.0,120.0,175.0,
 Colonia Residencial Chapalita,44500,9000000.0,0.0,370.0,250.0,,,,,
 Colonia Balcones Del 4,44984,2400000.0,3.0,2.0,1.0,0.0,120.0,,,
 Colonia Colomos Providencia,44660,12500000.0,3.0,3.0,5.0,26.0,420.0,422.0,,
 Colonia Jardines Del Sur,44950,635000.0,4.0,2.0,1.0,2.0,0.0,135.0,190.0,
 Colonia Guadalajara Oriente,44700,814752.0,2.0,1.0,1.0,0.0,,,,
 Guadalajara,44650,10500000.0,5.0,5.0,3.0,0.0,414.0,346.0,,
 Colonia Santa Elena de La Cruz,44230,6080000.0,4.0,3.0,5.0,7.0,400.0,293.0,,
 Colonia Jardines del Bosque Centro,44520,8990000.0,3.0,3.0,3.0,2.0,16.0,291.0,361.0,
 Colonia El Retiro,44280,2462185.0,4.0,3.0,3.0,2.0,25.0,190.0,170.0,
 Colonia Fray Antonio Alcalde,44268,3800000.0,3.0,1.0,1.0,2.0,8.0,400.0,400.0,
 Colonia Jardines de los Historiadores,44820,856520.0,3.0,2.0,1.0,0.0,75.0,110.0,,
 Colonia Alcalde Barranquitas,44270,1912750.0,4.0,4.0,2.0,2.0,25.0,190.0,150.0,
 Guadalajara,44160,25000000.0,7.0,2.0,4.0,65.0,628.0,581.0,,
 Colonia Guadalajara Oriente,44700,980000.0,3.0,2.0,2.0,2.0,14.0,113.0,210.0,
 Colonia Guadalajara Oriente,44700,1376676.0,3.0,2.0,2.0,2.0,1.0,100.0,190.0,
 Colonia Colomos Providencia,44660,8200000.0,4.0,3.0,1.0,2.0,41.0,200.0,320.0,
 Colonia Ampliación Lagos de Oriente,44790,,3.0,3.0,1.0,2.0,0.0,100.0,140.0,
 Colonia Parques de Colón Sección 2,44987,1055043.0,3.0,2.0,1.0,2.0,25.0,90.0,80.0,
 Colonia Jardines del Country,44210,710000.0,3.0,3.0,1.0,2.0,24.0,155.0,130.0,
 Colonia Guadalupana Norte,44220,2214855.0,4.0,3.0,3.0,2.0,25.0,250.0,200.0,
 Colonia Arcos Vallarta,44130,8950000.0,3.0,2.0,2.0,2.0,35.0,214.0,243.0,
 Colonia Guadalupana Sur,44220,2407946.0,3.0,2.0,2.0,0.0,150.0,,,
 Colonia Ladrón de Guevara,44600,6150000.0,3.0,2.0,3.0,25.0,91.0,162.0,,
 Colonia Blanco y Cuellar 1ra.,44730,764750.0,3.0,2.0,1.0,0.0,80.0,100.0,,
 Colonia Panorámica Huentitán,44259,2752000.0,3.0,2.0,2.0,2.0,25.0,230.0,200.0,
 Colonia Villas Del Nilo,44824,687537.0,3.0,2.0,1.0,1.0,0.0,120.0,90.0,
 Colonia Jardines Alcalde,44298,6490000.0,4.0,3.0,2.0,1.0,0.0,120.0,160.0,
 Colonia Fraccionamiento Residencial Victoria,44560,7000000.0,4.0,3.0,2.0,0.0,318.0,297.0,,
 Colonia Jardines del Bosque Norte,44520,7500000.0,4.0,3.0,2.0,2.0,20.0,280.0,415.0,
 Colonia Jardines Del Rosario,44890,1790000.0,6.0,2.0,1.0,2.0,50.0,112.0,203.0,
 Colonia Jardines del Country,44210,5400000.0,6.0,4.0,1.0,3.0,40.0,160.0,245.0,
 Colonia Independencia,44290,366250.0,3.0,1.0,1.0,2.0,10.0,150.0,230.0,
 Colonia Independencia,44290,366250.0,3.0,1.0,1.0,2.0,10.0,150.0,230.0,
 Colonia Providencia 1a Secc,44630,12800000.0,4.0,3.0,2.0,0.0,250.0,339.0,,
 Colonia Rincón Del Bosque,44530,12900000.0,5.0,5.0,7.0,2.0,30.0,595.0,480.0,
 Colonia San Juan de Dios,44360,10900000.0,4.0,2.0,2.0,3.0,60.0,112.0,367.0,
 Colonia Residencial San Elias,44240,884000.0,2.0,2.0,1.0,2.0,0.0,100.0,140.0,
 Colonia Parques Del Nilo,44820,687537.0,3.0,2.0,2.0,2.0,0.0,90.0,140.0,
 Colonia Independencia,44290,6995000.0,4.0,4.0,4.0,0.0,243.0,377.0,,
 Colonia Balcones de Oblatos,44720,1290000.0,2.0,2.0,2.0,25.0,113.0,102.0,,
 Colonia Alcalde Barranquitas,44270,2795000.0,2.0,2.0,2.0,30.0,67.0,134.0,,
 Colonia Alcalde Barranquitas,44270,2795000.0,2.0,2.0,2.0,30.0,67.0,134.0,,
 Colonia Barrera,44150,9600000.0,6.0,2.0,4.0,1.0,40.0,400.0,376.0,
 Colonia Rojas Ladrón de Guevara,44650,6850000.0,4.0,2.0,2.0,44.0,183.0,183.0,,
 Colonia Chapalita,44500,11400000.0,3.0,3.0,4.0,41.0,375.0,369.0,,
 Colonia Capilla de Jesús,44200,16900000.0,9.0,8.0,3.0,2.0,60.0,452.0,538.0,
 Colonia Americana,44160,10750000.0,6.0,6.0,0.0,220.0,350.0,,,
 Colonia Chapalita,44500,6300000.0,3.0,3.0,1.0,1.0,0.0,258.0,230.0,
 Colonia Lomas del Paraíso 2a. Sección,44250,1033470.0,3.0,2.0,2.0,1.0,25.0,120.0,100.0,
 Colonia Residencial Chapalita,44500,11900000.0,6.0,5.0,6.0,2.0,15.0,439.0,334.0,
 Colonia Del Fresno 1a. Sección,44900,1537818.0,3.0,3.0,2.0,2.0,0.0,150.0,180.0,
 Colonia La Perla,44360,3300000.0,4.0,2.0,2.0,0.0,150.0,150.0,,
 Colonia Guadalajara Centro,44100,3568280.0,3.0,2.0,2.0,1.0,0.0,400.0,350.0,
 Colonia Jardines del Bosque Norte,44520,13100000.0,4.0,1.0,5.0,2.0,0.0,422.0,363.0,
 Colonia Jardines del Bosque Norte,44520,14000000.0,8.0,6.0,7.0,2.0,10.0,412.0,708.0,
 Colonia Colomos Providencia,44660,8950000.0,5.0,3.0,2.0,2.0,31.0,241.0,439.0,
 Colonia Jardines Alcalde,44298,790000.0,3.0,2.0,2.0,1.0,0.0,190.0,190.0,
 Colonia Guadalajara Oriente,44700,2900000.0,5.0,4.0,2.0,2.0,0.0,160.0,258.0,
 Colonia Providencia 2a Secc,44630,9890000.0,3.0,3.0,3.0,2.0,35.0,350.0,200.0,
 Colonia Jardines del Bosque Norte,44520,8900000.0,4.0,3.0,2.0,2.0,60.0,378.0,378.0,
 Colonia Santa Eduwiges,44580,3490000.0,3.0,2.0,2.0,0.0,160.0,179.0,,
 Colonia La Aurora,44460,904481.0,3.0,2.0,25.0,269.0,127.0,,,
 Colonia Huentitán El Bajo,44250,392040.0,2.0,1.0,1.0,2.0,1.0,147.0,107.0,
 Colonia Residencial Chapalita,44500,6950000.0,6.0,3.0,2.0,0.0,270.0,277.0,,
 Colonia Bosques de La Victoria,44540,680000.0,5.0,4.0,4.0,2.0,16.0,330.0,550.0,
 Colonia El Rosario,44890,2474300.0,3.0,2.0,2.0,1.0,0.0,150.0,200.0,
 Colonia Del Fresno 1a. Sección,44900,5200000.0,4.0,3.0,2.0,0.0,148.0,293.0,,
 Colonia San Antonio,44800,2480000.0,4.0,3.0,1.0,2.0,0.0,120.0,142.0,
 Colonia Jardines Alcalde,44298,780000.0,3.0,3.0,2.0,2.0,24.0,150.0,150.0,
 Colonia Guadalajara Oriente,44700,1680000.0,2.0,1.0,0.0,105.0,,,,
 Colonia San Marcos Poniente,44330,,4.0,3.0,1.0,2.0,0.0,127.0,237.0,
 Colonia Obrera,44420,760331.0,4.0,3.0,2.0,2.0,0.0,180.0,300.0,
 Colonia Agustín Yánez,44790,2375024.0,3.0,3.0,2.0,2.0,0.0,460.0,380.0,
 Guadalajara,44630,9200000.0,5.0,3.0,52.0,300.0,295.0,,,
 Colonia Fraccionamiento Residencial Victoria,44560,6650000.0,4.0,3.0,2.0,2.0,35.0,272.0,450.0,
 Colonia Jardines de Guadalupe,44740,679000.0,3.0,3.0,1.0,2.0,19.0,110.0,150.0,
 Colonia Residencial Chapalita,44500,12830000.0,4.0,4.0,3.0,2.0,15.0,300.0,402.0,
 Colonia Jardines del Bosque Norte,44520,10009900.0,3.0,3.0,2.0,0.0,205.0,,,
 Colonia Guadalajara Oriente,44700,4390000.0,3.0,3.0,1.0,3.0,40.0,105.0,235.0,
 Guadalajara,44320,2100000.0,4.0,3.0,0.0,97.0,,,,
 Colonia Americana,44160,11200000.0,5.0,4.0,1.0,2.0,40.0,200.0,402.0,
 Colonia La Paz,44860,4000000.0,6.0,2.0,1.0,2.0,0.0,195.0,,
 Colonia Verde Valle Anexo,44550,6499000.0,4.0,4.0,2.0,0.0,216.0,289.0,,
 Colonia Santa Teresita,44600,5950000.0,4.0,2.0,2.0,0.0,125.0,250.0,,
 Colonia Italia Providencia,44648,9300000.0,3.0,5.0,3.0,0.0,228.0,437.0,,
 Colonia El Porvenir Oriente,44755,765000.0,4.0,5.0,2.0,2.0,19.0,160.0,180.0,
 Colonia Providencia 2a Secc,44630,10100000.0,5.0,4.0,4.0,1.0,0.0,292.0,450.0,
 Colonia Atlas,44870,3990000.0,3.0,3.0,3.0,2.0,11.0,177.0,271.0,
 Colonia Colinas de San Javier,44660,432310.0,2.0,1.0,1.0,2.0,11.0,65.0,70.0,
 Colonia Jardines de La Paz Norte,44860,715000.0,4.0,3.0,1.0,2.0,24.0,230.0,250.0,
 Colonia Santa Teresita,44600,600000.0,4.0,2.0,70.0,140.0,140.0,,,
 Colonia Bosques Del Valle,44540,814000.0,3.0,2.0,1.0,23.0,150.0,300.0,,
 Colonia Providencia 2a Secc,44630,15500000.0,4.0,5.0,4.0,2.0,0.0,287.0,350.0,
 Colonia Jardines Alcalde,44298,310000.0,3.0,2.0,2.0,2.0,0.0,200.0,260.0,
 Colonia Vallarta Norte,44100,8000000.0,1.0,1.0,1.0,1.0,2.0,,,
 Colonia Vallarta Norte,44100,8000000.0,1.0,1.0,1.0,1.0,2.0,,,
 Colonia Jardines del Bosque Norte,44520,6927840.0,3.0,3.0,1.0,0.0,135.0,135.0,,
 Colonia Mexicaltzingo,44180,15000000.0,4.0,3.0,4.0,44.0,539.0,364.0,,
 Colonia Sutaj,44840,2202585.0,3.0,2.0,3.0,2.0,25.0,190.0,170.0,
 Colonia Barrera,44150,69000000.0,10.0,7.0,3.0,40.0,1000.0,1000.0,,
 Colonia Guadalajara Oriente,44700,3100000.0,4.0,3.0,1.0,2.0,0.0,138.0,230.0,
